"SHA","SizeMB","SizeBytes","FilePath"
"c58261ecebf3e32e1fb413d60d72e02692e39dc8","68,02","71321276","workspace/windows11-base/sources/sxs/Microsoft-Windows-NetFx3-OnDemand-Package~31bf3856ad364e35~amd64~~.cab"
